Board,Jugador,Subasta_Real,Subasta_Predicha,Grilla_Predicha,Min_HCP,Max_HCP,Min_S,Max_S,Min_H,Max_H,Min_D,Max_D,Min_C,Max_C,Grilla,Force,Es_Correcta,Confianza,Subasta_Previa
26,S,Pass,Pass,0,11.78,11.78,1.03,4.13,3.24,5.71,0.01,4.46,0.88,4.68,0,No,SI,0.7709,Pass - 1Tre - X - 1Dia - Pass - 1Cor - Pass - 1NT - Pass
26,W,Pass,5Dia,530,6.59,6.59,2.46,4.22,0.0,2.05,0.0,2.22,0.0,2.7,0,No,NO,0.8978,Pass - 1Tre - X - 1Dia - Pass - 1Cor - Pass - 1NT - Pass - Pass
27,S,Pass,Pass,0,6.07,6.07,0.0,5.1,0.0,5.43,0.0,5.46,0.0,5.38,0,No,SI,0.9309,
27,W,1Cor,1Cor,150,16.4,16.4,0.0,4.39,5.76,8.79,0.0,5.42,0.0,5.39,150,No,SI,1.0000,Pass
27,N,Pass,Pass,0,5.59,5.59,0.0,4.86,0.0,5.05,0.0,5.05,0.0,5.05,0,No,SI,0.7218,Pass - 1Cor
27,E,2Tre,2Tre,210,16.58,16.58,0.0,4.25,0.0,3.64,2.38,5.37,0.57,5.04,210,Si,SI,0.9998,Pass - 1Cor - Pass
27,S,Pass,Pass,0,5.72,5.72,0.0,5.08,0.0,5.02,0.0,5.31,0.0,5.23,0,No,SI,0.9863,Pass - 1Cor - Pass - 2Tre
27,W,2Pic,2Tre,210,12.69,12.69,0.22,3.17,0.71,3.61,1.19,3.82,0.6,3.98,270,Si,NO,0.4936,Pass - 1Cor - Pass - 2Tre - Pass
27,N,Pass,Pass,0,6.52,6.52,0.0,5.49,0.0,6.08,0.0,5.6,0.0,5.51,0,No,SI,0.9888,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic
27,E,3Cor,2NT,290,21.82,21.82,2.12,4.87,1.54,4.37,1.84,4.91,1.49,5.3,350,Si,NO,0.9823,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass
27,S,Pass,Pass,0,6.07,6.07,0.0,5.5,0.0,5.32,0.0,5.75,0.0,5.79,0,No,SI,0.9937,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor
27,W,4Tre,4Tre,410,12.86,12.86,0.61,3.54,0.99,3.97,1.26,4.27,0.62,4.2,410,Si,SI,0.6166,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass
27,N,Pass,Pass,0,6.27,6.27,0.0,5.61,0.0,5.71,0.0,5.58,0.0,5.64,0,No,SI,0.9965,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre
27,E,4Dia,4Cor,450,21.8,21.8,2.07,4.88,1.58,4.35,1.71,4.85,1.34,5.34,430,Si,NO,0.8117,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass
27,S,Pass,Pass,0,5.99,5.99,0.0,5.0,0.0,5.01,0.0,5.22,0.0,5.28,0,No,SI,0.9819,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia
27,W,4NT,4NT,490,13.21,13.21,0.66,3.59,1.46,4.29,1.08,4.27,0.66,4.34,490,Si,SI,0.4182,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass
27,N,Pass,Pass,0,6.13,6.13,0.0,5.47,0.0,5.8,0.0,5.56,0.0,5.54,0,No,SI,1.0000,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT
27,E,5Pic,5Tre,510,21.62,21.62,1.97,4.79,1.63,4.16,1.7,4.73,1.25,5.15,570,Si,NO,0.5843,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass
27,S,Pass,Pass,0,4.64,4.64,0.0,4.13,0.0,4.37,0.0,4.51,0.0,4.63,0,No,SI,0.9992,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass - 5Pic
27,W,6Cor,5Pic,570,14.07,14.07,0.06,3.47,1.97,4.85,0.54,4.18,0.62,4.54,650,No,NO,0.3986,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass - 5Pic - Pass
27,N,Pass,Pass,0,5.01,5.01,0.0,4.72,0.0,5.43,0.0,5.19,0.0,5.17,0,No,SI,1.0000,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass - 5Pic - Pass - 6Cor
27,E,Pass,6Cor,650,20.11,20.11,2.14,4.79,1.66,4.06,1.61,4.67,1.0,4.73,0,Si,NO,0.9999,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass - 5Pic - Pass - 6Cor - Pass
27,S,Pass,Pass,0,5.52,5.52,0.0,5.14,0.0,5.58,0.0,5.64,0.0,5.59,0,No,SI,1.0000,Pass - 1Cor - Pass - 2Tre - Pass - 2Pic - Pass - 3Cor - Pass - 4Tre - Pass - 4Dia - Pass - 4NT - Pass - 5Pic - Pass - 6Cor - Pass - Pass
28,W,1Pic,1Pic,170,13.73,13.73,3.06,6.4,0.93,4.93,0.0,4.91,0.0,4.95,170,No,SI,0.9992,
28,N,Pass,Pass,0,6.15,6.15,0.0,5.36,0.0,5.44,0.0,5.43,0.0,5.5,0,No,SI,0.8427,1Pic
28,E,3NT,1NT,190,12.61,12.61,1.4,3.87,1.84,4.26,0.85,4.06,1.07,4.07,390,No,NO,0.6270,1Pic - Pass
28,S,Pass,Pass,0,6.41,6.41,0.0,5.85,0.0,5.85,0.0,5.89,0.0,5.93,0,No,SI,0.9986,1Pic - Pass - 3NT
28,W,4Pic,4Tre,410,14.37,14.37,2.97,6.04,1.08,4.74,0.26,4.93,0.22,4.89,470,No,NO,0.9015,1Pic - Pass - 3NT - Pass
28,N,Pass,Pass,0,6.19,6.19,0.0,5.55,0.0,5.79,0.0,5.59,0.0,5.58,0,No,SI,0.9998,1Pic - Pass - 3NT - Pass - 4Pic
28,E,Pass,Pass,0,12.27,12.27,1.92,4.78,1.06,4.65,0.52,4.67,0.66,4.67,0,No,SI,0.7857,1Pic - Pass - 3NT - Pass - 4Pic - Pass
28,S,Pass,Pass,0,6.78,6.78,0.0,5.97,0.0,5.96,0.0,5.98,0.0,5.85,0,No,SI,1.0000,1Pic - Pass - 3NT - Pass - 4Pic - Pass - Pass
29,N,Pass,Pass,0,6.12,6.12,0.0,5.24,0.0,5.47,0.0,5.62,0.0,5.48,0,No,SI,0.9410,
29,E,1Tre,1Tre,110,16.13,16.13,0.0,4.04,0.0,3.98,0.0,4.1,2.31,7.36,110,No,SI,0.9984,Pass
29,S,Pass,Pass,0,6.4,6.4,0.0,5.52,0.0,5.45,0.0,5.63,0.0,5.71,0,No,SI,0.8975,Pass - 1Tre
29,W,1Pic,1Pic,170,12.92,12.92,3.27,5.93,0.28,4.05,0.45,4.56,0.0,4.29,170,No,SI,1.0000,Pass - 1Tre - Pass
29,N,Pass,Pass,0,6.3,6.3,0.19,5.46,0.0,5.07,0.0,5.34,0.0,5.31,0,No,SI,0.9011,Pass - 1Tre - Pass - 1Pic
29,E,2Tre,1Pic,170,7.35,7.35,0.9,3.42,1.62,4.08,0.0,3.58,0.82,3.98,210,No,NO,0.8821,Pass - 1Tre - Pass - 1Pic - Pass
29,S,Pass,Pass,0,6.07,6.07,0.0,5.48,0.0,5.64,0.0,5.65,0.0,5.63,0,No,SI,0.9658,Pass - 1Tre - Pass - 1Pic - Pass - 2Tre
29,W,2Dia,2Cor,250,15.93,15.93,2.51,5.75,1.34,4.95,0.31,4.89,0.47,5.17,230,Si,NO,0.9781,Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass
29,N,Pass,Pass,0,5.92,5.92,0.01,5.58,0.0,5.27,0.0,5.45,0.0,5.39,0,No,SI,0.9343,Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia
29,E,2Cor,4Cor,450,12.39,12.39,1.27,5.1,3.41,6.35,0.0,5.09,0.09,5.27,250,Si,NO,0.7885,Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass
29,S,Pass,Pass,0,6.67,6.67,0.0,6.09,0.0,6.1,0.0,6.04,0.0,6.06,0,No,SI,0.9998,Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass - 2Cor
29,W,3NT,4Cor,450,13.03,13.03,2.75,6.34,1.57,5.45,0.0,4.96,0.45,5.23,390,No,NO,0.7395,Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass - 2Cor - Pass
29,N,Pass,Pass,0,5.89,5.89,0.0,5.55,0.0,5.31,0.0,5.46,0.0,5.42,0,No,SI,0.9805,Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass - 2Cor - Pass - 3NT
29,E,Pass,4Cor,450,12.37,12.37,1.38,5.27,3.37,6.38,0.0,5.2,0.03,5.43,0,Si,NO,0.9663,Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass - 2Cor - Pass - 3NT - Pass
29,S,Pass,Pass,0,6.65,6.65,0.0,6.08,0.0,6.12,0.0,6.27,0.0,6.22,0,No,SI,0.9998,Pass - 1Tre - Pass - 1Pic - Pass - 2Tre - Pass - 2Dia - Pass - 2Cor - Pass - 3NT - Pass - Pass
30,E,1NT,1NT,190,16.56,16.56,1.97,4.47,1.4,4.12,2.17,4.75,1.93,4.87,190,No,SI,0.9740,
30,S,Pass,Pass,0,5.93,5.93,0.0,5.55,0.0,5.6,0.0,5.67,0.0,5.71,0,No,SI,0.9526,1NT
30,W,2Pic,2Dia,230,8.25,8.25,0.0,2.87,0.0,3.03,2.07,4.92,0.65,3.95,270,Si,NO,0.9209,1NT - Pass
30,N,Pass,Pass,0,6.67,6.67,0.0,5.49,0.0,5.72,0.0,5.47,0.0,5.27,0,No,SI,0.9997,1NT - Pass - 2Pic
30,E,2NT,2NT,290,20.42,20.42,2.31,4.79,1.71,4.32,2.42,5.14,2.12,5.16,290,No,SI,0.9790,1NT - Pass - 2Pic - Pass
30,S,Pass,Pass,0,6.7,6.7,0.0,6.17,0.0,6.13,0.0,6.14,0.0,6.12,0,No,SI,0.9999,1NT - Pass - 2Pic - Pass - 2NT
30,W,3Cor,2NT,290,12.9,12.9,1.47,4.08,1.49,4.28,1.13,4.36,1.3,4.33,350,Si,NO,0.5625,1NT - Pass - 2Pic - Pass - 2NT - Pass
30,N,Pass,Pass,0,6.38,6.38,0.0,5.71,0.0,5.8,0.0,5.62,0.0,5.68,0,No,SI,0.9984,1NT - Pass - 2Pic - Pass - 2NT - Pass - 3Cor
30,E,3NT,3NT,390,19.96,19.96,2.22,4.4,1.67,3.88,2.29,4.71,2.1,4.81,390,No,SI,0.5249,1NT - Pass - 2Pic - Pass - 2NT - Pass - 3Cor - Pass
30,S,Pass,Pass,0,6.2,6.2,0.0,5.67,0.0,5.75,0.0,5.78,0.0,5.84,0,No,SI,0.9979,1NT - Pass - 2Pic - Pass - 2NT - Pass - 3Cor - Pass - 3NT
30,W,Pass,Pass,0,12.35,12.35,1.48,4.22,1.29,4.27,1.19,4.49,1.25,4.45,0,No,SI,0.6761,1NT - Pass - 2Pic - Pass - 2NT - Pass - 3Cor - Pass - 3NT - Pass
30,N,Pass,Pass,0,6.69,6.69,0.0,5.81,0.0,5.95,0.0,5.89,0.0,5.9,0,No,SI,0.9823,1NT - Pass - 2Pic - Pass - 2NT - Pass - 3Cor - Pass - 3NT - Pass - Pass
31,S,1Dia,1Dia,130,16.71,16.71,0.0,4.59,0.0,4.37,3.08,7.53,0.33,5.62,130,No,SI,0.9966,
31,W,2Pic,3Pic,370,7.34,7.34,3.75,5.15,0.0,3.46,0.0,4.19,0.0,4.09,270,No,NO,0.4683,1Dia
31,N,3NT,4Cor,450,9.37,9.37,2.05,4.55,0.67,3.57,0.54,3.86,0.49,3.79,390,No,NO,1.0000,1Dia - 2Pic
31,E,Pass,Pass,0,6.21,6.21,0.0,5.6,0.0,5.73,0.0,5.58,0.0,5.58,0,No,SI,0.9986,1Dia - 2Pic - 3NT
31,S,Pass,Pass,0,10.91,10.91,1.12,3.83,1.82,4.33,0.55,4.03,0.86,4.2,0,No,SI,0.9345,1Dia - 2Pic - 3NT - Pass
31,W,Pass,Pass,0,7.62,7.62,1.7,3.65,0.18,3.31,0.11,3.54,0.0,3.65,0,No,SI,0.4655,1Dia - 2Pic - 3NT - Pass - Pass
32,W,1Dia,1Dia,130,15.89,15.89,0.0,4.08,0.0,4.01,4.34,9.11,0.0,5.1,130,No,SI,1.0000,
32,N,1Cor,2Tre,210,10.51,10.51,1.56,4.43,0.87,4.45,0.21,4.55,0.75,4.82,150,No,NO,0.3064,1Dia
32,E,2Dia,3Tre,310,5.32,5.32,0.4,3.0,0.0,3.31,0.0,4.16,3.13,5.15,230,No,NO,0.3652,1Dia - 1Cor
32,S,Pass,Pass,0,6.09,6.09,1.23,4.86,0.0,3.86,0.0,5.0,0.07,4.87,0,No,SI,0.6640,1Dia - 1Cor - 2Dia
32,W,Pass,4Tre,410,10.21,10.21,0.0,2.88,0.0,2.65,1.52,4.18,1.65,3.86,0,No,NO,0.3301,1Dia - 1Cor - 2Dia - Pass
32,N,Pass,Pass,0,9.3,9.3,1.11,3.45,1.8,4.01,0.17,3.59,0.51,3.88,0,No,SI,0.7051,1Dia - 1Cor - 2Dia - Pass - Pass
33,N,Pass,Pass,0,6.12,6.12,0.0,5.24,0.0,5.47,0.0,5.62,0.0,5.48,0,No,SI,0.9410,
33,E,Pass,Pass,0,5.66,5.66,0.0,5.37,0.0,5.88,0.0,5.73,0.0,5.62,0,No,SI,0.9605,Pass
33,S,2Tre,2Tre,210,23.01,23.01,1.43,6.65,1.42,6.93,0.83,7.0,0.0,6.99,210,Si,SI,0.9942,Pass - Pass
33,W,Pass,Pass,0,7.27,7.27,0.0,4.73,0.0,5.11,0.0,5.3,0.0,4.74,0,No,SI,0.8307,Pass - Pass - 2Tre
33,N,2Pic,2Tre,210,7.3,7.3,0.57,3.53,1.86,4.68,0.0,4.2,1.3,4.78,270,Si,NO,0.5646,Pass - Pass - 2Tre - Pass
33,E,Pass,Pass,0,6.52,6.52,0.0,5.59,0.0,5.86,0.0,5.74,0.0,5.56,0,No,SI,0.9998,Pass - Pass - 2Tre - Pass - 2Pic
33,S,3Tre,2Pic,270,22.47,22.47,2.02,6.21,0.4,5.45,0.9,5.85,0.18,6.03,310,Si,NO,0.7400,Pass - Pass - 2Tre - Pass - 2Pic - Pass
33,W,Pass,Pass,0,6.56,6.56,0.0,5.68,0.0,5.7,0.0,5.95,0.0,6.08,0,No,SI,0.9887,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre
33,N,4Tre,5Cor,550,7.77,7.77,0.78,3.97,2.41,5.32,0.0,4.25,0.21,4.64,410,Si,NO,0.6010,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass
33,E,Pass,Pass,0,6.24,6.24,0.0,5.84,0.0,5.88,0.0,5.97,0.0,5.95,0,No,SI,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre
33,S,4Dia,5Cor,550,23.41,23.41,2.34,6.41,0.75,5.64,0.86,5.93,0.23,6.19,430,Si,NO,0.5256,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass
33,W,Pass,Pass,0,6.16,6.16,0.0,5.56,0.0,5.69,0.0,5.84,0.0,5.94,0,No,SI,0.9999,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia
33,N,4Pic,Pass,0,8.74,8.74,0.99,4.2,2.27,5.19,0.0,4.41,0.37,4.78,470,Si,NO,0.6632,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass
33,E,Pass,Pass,0,5.71,5.71,0.0,5.29,0.0,5.54,0.0,5.5,0.0,5.48,0,No,SI,0.9999,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic
33,S,4NT,5Cor,550,21.63,21.63,2.29,5.94,1.42,5.61,0.76,5.7,0.35,5.98,490,Si,NO,0.8324,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass
33,W,Pass,Pass,0,6.57,6.57,0.0,5.48,0.0,5.6,0.0,5.6,0.0,5.41,0,No,SI,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT
33,N,5Tre,5Cor,550,7.65,7.65,0.67,3.84,2.61,5.38,0.0,4.34,0.28,4.73,510,Si,NO,0.7292,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass
33,E,Pass,Pass,0,6.08,6.08,0.0,5.56,0.0,6.51,0.0,6.17,0.0,5.85,0,No,SI,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre
33,S,5NT,6Pic,670,22.55,22.55,1.99,6.04,0.94,5.56,0.86,5.77,0.22,6.03,590,Si,NO,0.6089,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass
33,W,Pass,Pass,0,5.53,5.53,0.0,5.32,0.0,5.58,0.0,5.6,0.0,5.68,0,No,SI,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT
33,N,6Pic,Pass,0,7.58,7.58,0.42,3.93,3.29,6.29,0.0,4.65,0.0,4.92,670,Si,NO,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass
33,E,Pass,Pass,0,5.66,5.66,0.0,5.38,0.0,5.46,0.0,5.55,0.0,5.58,0,No,SI,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic
33,S,7Tre,6Pic,670,22.79,22.79,2.17,6.15,1.65,6.0,0.75,5.99,0.28,6.27,710,No,NO,0.8788,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic - Pass
33,W,Pass,Pass,0,5.79,5.79,0.0,5.3,0.0,5.53,0.0,5.58,0.0,5.66,0,No,SI,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic - Pass - 7Tre
33,N,Pass,Pass,0,8.11,8.11,0.67,4.06,2.77,5.55,0.0,4.39,0.11,4.67,0,Si,SI,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic - Pass - 7Tre - Pass
33,E,Pass,Pass,0,6.26,6.26,0.0,5.58,0.0,5.68,0.0,5.83,0.0,5.88,0,No,SI,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic - Pass - 7Tre - Pass - Pass
34,E,1Pic,1Cor,150,14.91,14.91,3.27,6.12,0.79,4.5,0.0,4.56,0.0,4.7,170,No,NO,0.5799,
34,S,Pass,Pass,0,6.18,6.18,0.0,5.5,0.0,5.52,0.0,5.63,0.0,5.7,0,No,SI,0.9272,1Pic
34,W,2NT,1Pic,170,12.75,12.75,3.18,5.81,0.15,3.66,0.4,4.17,0.0,4.14,290,Si,NO,1.0000,1Pic - Pass
34,N,3Dia,3Dia,330,8.19,8.19,0.18,3.39,0.0,3.25,1.69,4.41,1.74,4.4,330,No,SI,0.9402,1Pic - Pass - 2NT
34,E,4Pic,4Cor,450,9.81,9.81,1.48,4.46,2.04,4.91,0.0,3.99,0.0,4.09,470,No,NO,0.6494,1Pic - Pass - 2NT - 3Dia
34,S,Pass,Pass,0,5.9,5.9,0.0,4.84,0.0,5.38,0.0,5.48,0.0,5.54,0,No,SI,0.9887,1Pic - Pass - 2NT - 3Dia - 4Pic
34,W,Pass,5Pic,570,16.54,16.54,3.24,6.47,1.0,4.85,0.42,5.12,0.23,5.19,0,Si,NO,0.9061,1Pic - Pass - 2NT - 3Dia - 4Pic - Pass
34,N,Pass,Pass,0,6.83,6.83,0.41,3.13,1.05,3.61,0.25,3.68,1.54,4.22,0,No,SI,0.9989,1Pic - Pass - 2NT - 3Dia - 4Pic - Pass - Pass
35,S,Pass,Pass,0,6.07,6.07,0.0,5.1,0.0,5.43,0.0,5.46,0.0,5.38,0,No,SI,0.9309,
35,W,1Cor,1Cor,150,16.4,16.4,0.0,4.39,5.76,8.79,0.0,5.42,0.0,5.39,150,No,SI,1.0000,Pass
35,N,2Dia,1Pic,170,10.93,10.93,0.0,3.83,0.0,3.68,0.23,4.41,3.29,6.54,230,No,NO,0.8761,Pass - 1Cor
35,E,Pass,Pass,0,6.08,6.08,0.0,5.51,0.0,5.53,0.0,5.63,0.0,5.69,0,No,SI,0.9235,Pass - 1Cor - 2Dia
35,S,2Pic,2Pic,270,6.29,6.29,0.0,4.12,0.0,4.16,0.18,4.92,0.39,4.93,270,No,SI,0.7610,Pass - 1Cor - 2Dia - Pass
35,W,Pass,3Cor,350,15.74,15.74,0.0,4.52,5.37,8.35,0.0,5.31,0.0,5.35,0,No,NO,0.9991,Pass - 1Cor - 2Dia - Pass - 2Pic
35,N,Pass,5Tre,510,11.58,11.58,0.86,4.27,0.44,3.89,1.03,4.85,2.06,5.39,0,No,NO,0.4559,Pass - 1Cor - 2Dia - Pass - 2Pic - Pass
35,E,Pass,Pass,0,6.48,6.48,0.0,5.5,0.0,5.58,0.0,5.77,0.0,5.82,0,No,SI,0.9997,Pass - 1Cor - 2Dia - Pass - 2Pic - Pass - Pass
36,W,Pass,Pass,0,6.57,6.57,0.0,4.95,0.0,5.58,0.0,5.38,0.0,5.34,0,No,SI,0.7898,
36,N,1Dia,1Dia,130,16.35,16.35,0.0,4.44,0.0,3.97,3.4,7.88,0.0,5.31,130,No,SI,0.9996,Pass
36,E,2Tre,2Tre,210,10.31,10.31,1.42,4.22,1.57,4.53,0.04,4.2,0.74,4.69,210,No,SI,0.4293,Pass - 1Dia
36,S,X,3Cor,350,14.78,14.78,1.34,4.28,2.12,4.8,1.5,5.09,0.55,4.61,211,No,NO,0.5240,Pass - 1Dia - 2Tre
36,W,2Cor,3NT,390,2.95,2.95,1.25,2.16,0.0,1.24,0.0,1.23,0.0,1.6,250,Si,NO,0.9954,Pass - 1Dia - 2Tre - X
36,N,Pass,Pass,0,10.18,10.18,0.67,3.51,1.11,3.89,0.64,4.12,1.09,4.38,0,No,SI,0.9386,Pass - 1Dia - 2Tre - X - 2Cor
36,E,3Tre,4Tre,410,10.78,10.78,0.41,3.84,0.45,3.7,1.21,4.32,0.7,4.17,310,No,NO,0.8990,Pass - 1Dia - 2Tre - X - 2Cor - Pass
36,S,Pass,4Pic,470,13.27,13.27,0.82,4.16,3.15,5.87,0.07,4.6,0.0,4.7,0,No,NO,0.7677,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre
36,W,Pass,5Dia,530,3.69,3.69,1.34,2.35,0.0,1.37,0.07,1.54,0.0,1.78,0,No,NO,1.0000,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass
36,N,3Dia,Pass,0,11.39,11.39,0.89,3.86,1.68,4.49,0.51,4.38,1.32,4.72,330,No,NO,0.9954,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass
36,E,Pass,Pass,0,10.26,10.26,0.75,3.67,1.53,4.21,0.49,4.15,0.61,4.39,0,No,SI,0.9882,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass - 3Dia
36,S,Pass,Pass,0,16.11,16.11,0.79,4.64,3.39,6.54,0.54,5.45,0.0,5.24,0,No,SI,0.9668,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass - 3Dia - Pass
36,W,Pass,5Dia,530,3.16,3.16,1.23,2.16,0.0,1.28,0.03,1.37,0.0,1.65,0,No,NO,1.0000,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass - 3Dia - Pass - Pass
37,N,1Cor,1Cor,150,15.51,15.51,0.13,4.69,5.09,8.28,0.0,5.4,0.0,5.33,150,No,SI,0.9996,
37,E,Pass,Pass,0,5.74,5.74,0.0,5.26,0.0,5.64,0.0,5.45,0.0,5.38,0,No,SI,0.9329,1Cor
37,S,1Pic,1Pic,170,12.95,12.95,2.8,5.09,0.0,3.6,1.65,4.92,0.0,4.04,170,Si,SI,1.0000,1Cor - Pass
37,W,X,1Pic,170,7.34,7.34,2.25,4.02,0.0,2.25,0.28,2.66,0.0,2.8,171,Si,NO,1.0000,1Cor - Pass - 1Pic
37,N,XX,2Pic,270,16.25,16.25,1.77,5.35,2.61,6.3,0.0,5.09,0.43,5.72,172,Si,NO,0.9774,1Cor - Pass - 1Pic - X
37,E,2Dia,4Tre,410,9.33,9.33,0.0,3.02,0.0,3.13,0.84,3.77,0.0,3.7,230,No,NO,0.7995,1Cor - Pass - 1Pic - X - XX
37,S,3Pic,4Tre,410,3.34,3.34,1.47,2.51,0.0,1.33,0.0,1.27,0.0,1.73,370,No,NO,0.8112,1Cor - Pass - 1Pic - X - XX - 2Dia
37,W,4Dia,4Dia,430,9.67,9.67,1.16,4.16,1.06,4.34,1.41,5.38,0.69,4.38,430,No,SI,1.0000,1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic
37,N,Pass,Pass,0,10.28,10.28,0.9,4.12,3.11,5.75,0.0,4.33,0.71,4.61,0,No,SI,0.5203,1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic - 4Dia
37,E,Pass,5Pic,570,12.69,12.69,0.0,3.88,0.0,3.96,0.99,4.6,0.15,4.61,0,No,NO,0.9375,1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic - 4Dia - Pass
37,S,Pass,6Dia,630,3.64,3.64,1.38,2.4,0.0,1.38,0.02,1.5,0.0,1.79,0,No,NO,1.0000,1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic - 4Dia - Pass - Pass
38,E,1Tre,1Tre,110,16.09,16.09,0.0,4.07,0.0,4.03,0.1,4.24,2.2,7.14,110,No,SI,0.9965,
