Board;Jugador;Subasta_Real;Grilla;Force;Min_HCP;Max_HCP;Min_S;Max_S;Min_H;Max_H;Min_D;Max_D;Min_C;Max_C;Subasta_Predicha;Es_Correcta;Confianza;Subasta_Previa
33;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9974;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT
33;N;5Tre;510;Si;6;11;5;6;0;4;0;4;3;4;5Tre;SI;0.7848;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass
33;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.8969;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre
33;S;5NT;590;Si;19;29;0;2;0;4;0;4;5;9;6Tre;NO;0.9918;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass
33;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.8923;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT
33;N;6Pic;670;Si;6;11;5;6;0;4;0;4;3;4;5Pic;NO;0.4036;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass
33;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9839;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic
33;S;7Tre;710;No;19;29;0;2;0;4;0;4;5;9;6Tre;NO;0.6865;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic - Pass
33;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9943;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic - Pass - 7Tre
33;N;Pass;0;Si;6;11;5;6;0;4;0;4;3;4;3Tre;NO;0.6878;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic - Pass - 7Tre - Pass
33;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9998;Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic - Pass - 7Tre - Pass - Pass
34;E;1Pic;170;No;11;21;5;9;0;6;0;6;0;6;1Pic;SI;0.9997;
34;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.995;1Pic
34;W;2NT;290;Si;12;29;4;4;0;5;0;5;0;5;3Cor;NO;0.7643;1Pic - Pass
34;N;3Dia;330;No;10;15;0;3;0;4;5;7;0;5;X;NO;0.4316;1Pic - Pass - 2NT
34;E;4Pic;470;No;11;13;5;6;0;6;0;6;0;6;4Cor;NO;0.9836;1Pic - Pass - 2NT - 3Dia
34;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9483;1Pic - Pass - 2NT - 3Dia - 4Pic
34;W;Pass;0;Si;12;16;4;4;0;5;0;5;0;5;6Cor;NO;0.8993;1Pic - Pass - 2NT - 3Dia - 4Pic - Pass
34;N;Pass;0;No;10;15;0;3;0;4;5;7;0;5;4NT;NO;0.554;1Pic - Pass - 2NT - 3Dia - 4Pic - Pass - Pass
35;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9962;
35;W;1Cor;150;No;11;21;0;4;5;9;0;6;0;6;1Cor;SI;0.9975;Pass
35;N;2Dia;230;No;10;17;0;4;0;4;5;9;0;4;1Pic;NO;0.8161;Pass - 1Cor
35;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9936;Pass - 1Cor - 2Dia
35;S;2Pic;270;No;7;11;5;7;0;4;0;4;0;5;2Pic;SI;0.9263;Pass - 1Cor - 2Dia - Pass
35;W;Pass;0;No;11;21;0;4;5;9;0;6;0;6;X;NO;0.7208;Pass - 1Cor - 2Dia - Pass - 2Pic
35;N;Pass;0;No;10;17;1;3;0;4;5;9;0;4;4Cor;NO;0.5076;Pass - 1Cor - 2Dia - Pass - 2Pic - Pass
35;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9994;Pass - 1Cor - 2Dia - Pass - 2Pic - Pass - Pass
36;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9986;
36;N;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9999;Pass
36;E;2Tre;210;No;10;17;0;4;0;4;0;4;5;9;5Tre;NO;0.6537;Pass - 1Dia
36;S;X;211;No;6;29;0;4;4;7;0;6;0;3;X;SI;0.9936;Pass - 1Dia - 2Tre
36;W;2Cor;250;Si;6;9;0;4;0;4;0;4;4;5;2Dia;NO;0.4801;Pass - 1Dia - 2Tre - X
36;N;Pass;0;No;11;14;0;4;0;4;4;9;0;6;2Cor;NO;0.9855;Pass - 1Dia - 2Tre - X - 2Cor
36;E;3Tre;310;No;10;15;0;4;0;4;0;4;5;9;2Cor;NO;0.9935;Pass - 1Dia - 2Tre - X - 2Cor - Pass
36;S;Pass;0;No;6;29;0;4;4;7;0;6;0;3;1Cor;NO;0.8134;Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre
36;W;Pass;0;No;6;9;0;4;0;4;0;4;4;5;3Tre;NO;0.6895;Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass
36;N;3Dia;330;No;11;14;0;4;0;4;5;6;0;6;2Cor;NO;0.8367;Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass
36;E;Pass;0;No;10;15;0;4;0;4;0;4;5;9;2Cor;NO;0.9749;Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass - 3Dia
36;S;Pass;0;No;6;29;0;4;4;7;0;6;0;3;1Cor;NO;0.7508;Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass - 3Dia - Pass
36;W;Pass;0;No;6;9;0;4;0;4;0;4;4;5;Pass;SI;0.7155;Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass - 3Dia - Pass - Pass
37;N;1Cor;150;No;11;21;0;4;5;9;0;6;0;6;1Cor;SI;0.9995;
37;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.995;1Cor
37;S;1Pic;170;Si;5;29;4;9;0;3;0;6;0;6;1Pic;SI;0.9959;1Cor - Pass
37;W;X;171;Si;10;25;0;4;0;4;4;6;4;6;3Cor;NO;0.9168;1Cor - Pass - 1Pic
37;N;XX;172;Si;11;21;3;3;5;9;0;6;0;6;Pass;NO;0.5486;1Cor - Pass - 1Pic - X
37;E;2Dia;230;No;0;9;0;4;0;4;3;5;0;3;2Cor;NO;0.7362;1Cor - Pass - 1Pic - X - XX
37;S;3Pic;370;No;10;11;5;6;0;3;0;4;0;4;Pass;NO;0.3452;1Cor - Pass - 1Pic - X - XX - 2Dia
37;W;4Dia;430;No;12;15;0;4;0;4;5;6;4;6;Pass;NO;0.7611;1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic
37;N;Pass;0;No;11;14;3;3;5;9;0;6;0;6;4Cor;NO;0.5206;1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic - 4Dia
37;E;Pass;0;No;0;9;0;4;0;4;3;5;0;3;4Tre;NO;0.996;1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic - 4Dia - Pass
37;S;Pass;0;No;10;11;5;6;0;3;0;4;0;4;Pass;SI;0.8259;1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic - 4Dia - Pass - Pass
38;E;1Tre;110;No;11;21;0;4;0;4;0;5;2;9;1Tre;SI;0.9989;
38;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9965;1Tre
38;W;2Tre;210;Si;10;29;0;4;0;4;0;4;4;7;5Tre;NO;0.4838;1Tre - Pass
38;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9988;1Tre - Pass - 2Tre
38;E;2Cor;250;Si;11;21;0;4;4;4;0;5;2;9;3Tre;NO;0.9877;1Tre - Pass - 2Tre - Pass
38;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9994;1Tre - Pass - 2Tre - Pass - 2Cor
38;W;3Dia;330;Si;12;29;0;3;0;3;4;4;4;7;2Pic;NO;0.8638;1Tre - Pass - 2Tre - Pass - 2Cor - Pass
38;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9972;1Tre - Pass - 2Tre - Pass - 2Cor - Pass - 3Dia
38;E;3NT;390;No;11;14;2;4;4;4;2;4;2;5;3Pic;NO;0.873;1Tre - Pass - 2Tre - Pass - 2Cor - Pass - 3Dia - Pass
38;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9976;1Tre - Pass - 2Tre - Pass - 2Cor - Pass - 3Dia - Pass - 3NT
38;W;Pass;0;Si;12;16;0;3;0;3;4;4;4;7;4Dia;NO;0.8226;1Tre - Pass - 2Tre - Pass - 2Cor - Pass - 3Dia - Pass - 3NT - Pass
38;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9984;1Tre - Pass - 2Tre - Pass - 2Cor - Pass - 3Dia - Pass - 3NT - Pass - Pass
39;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9962;
39;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9939;Pass
39;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9982;Pass - Pass
39;E;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9999;Pass - Pass - Pass
39;S;1Pic;170;No;8;11;5;5;0;4;0;4;0;5;4Pic;NO;0.2202;Pass - Pass - Pass - 1Dia
39;W;X;171;No;6;11;0;4;4;5;0;4;0;5;2Cor;NO;0.7635;Pass - Pass - Pass - 1Dia - 1Pic
39;N;Pass;0;No;0;11;0;3;0;6;0;6;0;6;Pass;SI;0.999;Pass - Pass - Pass - 1Dia - 1Pic - X
39;E;3Cor;350;No;16;18;0;4;4;4;4;9;0;6;1Cor;NO;0.9089;Pass - Pass - Pass - 1Dia - 1Pic - X - Pass
39;S;Pass;0;No;8;11;5;5;0;4;0;4;0;5;Pass;SI;0.7499;Pass - Pass - Pass - 1Dia - 1Pic - X - Pass - 3Cor
39;W;4Cor;450;No;8;11;0;4;4;5;0;4;0;5;4Pic;NO;0.4331;Pass - Pass - Pass - 1Dia - 1Pic - X - Pass - 3Cor - Pass
39;N;Pass;0;No;0;11;0;3;0;6;0;6;0;6;Pass;SI;0.9994;Pass - Pass - Pass - 1Dia - 1Pic - X - Pass - 3Cor - Pass - 4Cor
39;E;Pass;0;No;16;18;0;4;4;4;4;9;0;6;4NT;NO;0.7668;Pass - Pass - Pass - 1Dia - 1Pic - X - Pass - 3Cor - Pass - 4Cor - Pass
39;S;Pass;0;No;8;11;5;5;0;4;0;4;0;5;Pass;SI;0.985;Pass - Pass - Pass - 1Dia - 1Pic - X - Pass - 3Cor - Pass - 4Cor - Pass - Pass
40;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9986;
40;N;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9999;Pass
40;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9945;Pass - 1Dia
40;S;1Cor;150;Si;5;29;0;4;4;9;0;6;0;6;1Cor;SI;0.9981;Pass - 1Dia - Pass
40;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9468;Pass - 1Dia - Pass - 1Cor
40;N;1NT;190;No;11;14;2;4;1;4;4;5;2;6;1NT;SI;0.9917;Pass - 1Dia - Pass - 1Cor - Pass
40;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9981;Pass - 1Dia - Pass - 1Cor - Pass - 1NT
40;S;3NT;390;No;12;17;2;4;4;4;2;5;2;5;3NT;SI;0.9997;Pass - 1Dia - Pass - 1Cor - Pass - 1NT - Pass
40;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9985;Pass - 1Dia - Pass - 1Cor - Pass - 1NT - Pass - 3NT
40;N;Pass;0;No;11;14;2;4;1;4;4;5;2;6;Pass;SI;0.621;Pass - 1Dia - Pass - 1Cor - Pass - 1NT - Pass - 3NT - Pass
40;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9999;Pass - 1Dia - Pass - 1Cor - Pass - 1NT - Pass - 3NT - Pass - Pass
41;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;
41;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9985;Pass
41;S;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9992;Pass - Pass
41;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9651;Pass - Pass - 1Dia
41;N;1NT;190;No;5;9;2;3;2;3;2;5;2;5;2Cor;NO;0.9582;Pass - Pass - 1Dia - Pass
41;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9977;Pass - Pass - 1Dia - Pass - 1NT
41;S;2NT;290;No;17;19;2;4;2;4;4;5;2;4;3NT;NO;0.4516;Pass - Pass - 1Dia - Pass - 1NT - Pass
41;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9949;Pass - Pass - 1Dia - Pass - 1NT - Pass - 2NT
41;N;Pass;0;No;5;6;2;3;2;3;2;5;2;5;3Dia;NO;0.8057;Pass - Pass - 1Dia - Pass - 1NT - Pass - 2NT - Pass
41;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9878;Pass - Pass - 1Dia - Pass - 1NT - Pass - 2NT - Pass - Pass
42;E;1Tre;110;No;11;21;0;4;0;4;0;3;2;9;1Tre;SI;0.999;
42;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9965;1Tre
42;W;Pass;0;No;0;5;0;5;0;5;0;5;0;4;3Pic;NO;0.4502;1Tre - Pass
42;N;1Dia;130;No;8;15;0;4;0;4;5;9;0;5;3Tre;NO;0.9178;1Tre - Pass - Pass
42;E;Pass;0;No;11;21;0;4;0;4;0;3;2;9;1Dia;NO;0.9264;1Tre - Pass - Pass - 1Dia
42;S;2Tre;210;Si;10;14;0;4;0;4;3;5;0;5;2Cor;NO;0.5225;1Tre - Pass - Pass - 1Dia - Pass
42;W;Pass;0;No;0;5;0;5;0;5;0;5;0;4;X;NO;0.9466;1Tre - Pass - Pass - 1Dia - Pass - 2Tre
42;N;3NT;390;No;14;15;2;4;2;4;5;9;2;5;2Dia;NO;0.5238;1Tre - Pass - Pass - 1Dia - Pass - 2Tre - Pass
42;E;Pass;0;No;11;21;0;4;0;4;0;3;2;9;1Dia;NO;0.6916;1Tre - Pass - Pass - 1Dia - Pass - 2Tre - Pass - 3NT
42;S;Pass;0;No;10;14;0;4;0;4;3;5;0;5;4Cor;NO;0.9765;1Tre - Pass - Pass - 1Dia - Pass - 2Tre - Pass - 3NT - Pass
42;W;Pass;0;No;0;5;0;5;0;5;0;5;0;4;Pass;SI;0.7449;1Tre - Pass - Pass - 1Dia - Pass - 2Tre - Pass - 3NT - Pass - Pass
43;S;1Tre;110;No;11;21;0;4;0;4;0;3;2;9;1Tre;SI;0.9997;
43;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9968;1Tre
43;N;1Pic;170;Si;5;29;4;9;0;5;0;5;0;5;1Pic;SI;0.8946;1Tre - Pass
43;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9964;1Tre - Pass - 1Pic
43;S;2Tre;210;No;11;21;0;3;0;4;0;3;5;9;2Pic;NO;0.5818;1Tre - Pass - 1Pic - Pass
43;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.994;1Tre - Pass - 1Pic - Pass - 2Tre
43;N;Pass;0;No;5;29;4;9;0;5;0;5;0;5;2Dia;NO;0.5683;1Tre - Pass - 1Pic - Pass - 2Tre - Pass
43;E;2Cor;250;No;8;12;0;5;5;6;0;4;0;5;Pass;NO;0.5841;1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass
43;S;Pass;0;No;11;21;0;3;0;4;0;3;5;9;2Pic;NO;0.7588;1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor
43;W;3Tre;310;Si;10;13;0;4;3;4;0;4;0;5;3Tre;SI;0.5785;1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass
43;N;Pass;0;No;5;29;4;9;0;5;0;5;0;5;3Pic;NO;0.9974;1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass - 3Tre
43;E;4Cor;450;No;10;12;0;5;5;6;0;4;0;5;Pass;NO;0.515;1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass - 3Tre - Pass
43;S;Pass;0;No;11;21;0;3;0;4;0;3;5;9;Pass;SI;0.6883;1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass - 3Tre - Pass - 4Cor
43;W;Pass;0;No;10;13;0;4;3;4;0;4;0;5;Pass;SI;0.8398;1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass - 3Tre - Pass - 4Cor - Pass
43;N;Pass;0;No;5;29;4;9;0;5;0;5;0;5;Pass;SI;0.6833;1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass - 3Tre - Pass - 4Cor - Pass - Pass
44;W;1Pic;170;No;11;21;5;9;0;6;0;6;0;6;1Pic;SI;0.9999;
44;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9979;1Pic
44;E;Pass;0;No;0;5;0;3;0;5;0;6;0;6;1NT;NO;0.4165;1Pic - Pass
44;S;X;171;No;10;29;0;3;3;6;3;6;3;6;2NT;NO;0.6132;1Pic - Pass - Pass
44;W;XX;172;No;16;21;5;9;0;6;0;6;0;6;4Pic;NO;0.6766;1Pic - Pass - Pass - X
44;N;2Tre;210;No;0;11;0;5;0;3;0;4;3;6;2Tre;SI;0.6402;1Pic - Pass - Pass - X - XX
44;E;2Pic;270;No;0;5;2;3;0;5;0;6;0;6;Pass;NO;0.9464;1Pic - Pass - Pass - X - XX - 2Tre
44;S;Pass;0;No;10;14;0;3;3;6;3;6;3;6;3Tre;NO;0.5002;1Pic - Pass - Pass - X - XX - 2Tre - 2Pic
44;W;Pass;0;No;16;21;5;6;0;6;0;6;0;6;4Pic;NO;0.9658;1Pic - Pass - Pass - X - XX - 2Tre - 2Pic - Pass
44;N;Pass;0;No;0;8;0;5;0;3;0;4;3;6;3Pic;NO;0.9378;1Pic - Pass - Pass - X - XX - 2Tre - 2Pic - Pass - Pass
45;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;
45;E;1Tre;110;No;11;21;0;4;0;4;0;3;2;9;1Tre;SI;0.999;Pass
45;S;1Cor;150;No;8;17;0;4;5;9;0;4;0;5;2Cor;NO;0.9116;Pass - 1Tre
45;W;Pass;0;No;0;7;0;4;0;4;0;5;0;4;1Tre;NO;0.4183;Pass - 1Tre - 1Cor
45;N;2Cor;250;No;5;9;0;4;3;4;0;5;0;5;2Tre;NO;0.9521;Pass - 1Tre - 1Cor - Pass
45;E;X;251;Si;15;21;4;4;0;2;3;4;4;5;2Tre;NO;0.7479;Pass - 1Tre - 1Cor - Pass - 2Cor
45;S;Pass;0;No;8;14;0;4;5;6;0;4;0;5;3Pic;NO;0.4279;Pass - 1Tre - 1Cor - Pass - 2Cor - X
45;W;2NT;290;No;5;7;2;4;3;4;2;5;2;3;3NT;NO;0.9537;Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass
45;N;Pass;0;No;5;9;0;4;3;4;0;5;0;5;Pass;SI;0.6356;Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass - 2NT
45;E;Pass;0;No;15;21;4;4;0;2;3;4;4;5;5Pic;NO;0.458;Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass - 2NT - Pass
45;S;3Cor;350;No;10;14;0;4;6;6;0;4;0;5;Pass;NO;0.554;Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass - 2NT - Pass - Pass
45;W;Pass;0;No;5;7;2;4;3;4;2;5;2;3;3NT;NO;0.9653;Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass - 2NT - Pass - Pass - 3Cor
45;N;Pass;0;No;5;9;0;4;3;4;0;5;0;5;4Tre;NO;0.9624;Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass - 2NT - Pass - Pass - 3Cor - Pass
45;E;Pass;0;No;15;21;4;4;0;2;3;4;4;5;Pass;SI;0.5399;Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass - 2NT - Pass - Pass - 3Cor - Pass - Pass
46;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9992;
46;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9976;Pass
46;W;1Tre;110;No;11;21;0;4;0;4;0;3;2;9;1Tre;SI;0.9982;Pass - Pass
46;N;1Pic;170;No;8;17;5;9;0;4;0;4;0;5;2Pic;NO;0.5933;Pass - Pass - 1Tre
46;E;Pass;0;No;0;9;0;6;0;5;0;6;0;4;X;NO;0.4945;Pass - Pass - 1Tre - 1Pic
46;S;Pass;0;No;0;11;0;3;0;6;0;6;0;6;Pass;SI;0.6357;Pass - Pass - 1Tre - 1Pic - Pass
46;W;2Tre;210;No;11;16;0;4;0;4;0;3;5;9;1Pic;NO;0.989;Pass - Pass - 1Tre - 1Pic - Pass - Pass
46;N;2Pic;270;No;10;17;6;9;0;4;0;4;0;5;Pass;NO;0.82;Pass - Pass - 1Tre - 1Pic - Pass - Pass - 2Tre
46;E;Pass;0;No;0;9;0;6;0;5;0;6;0;4;2Pic;NO;0.5048;Pass - Pass - 1Tre - 1Pic - Pass - Pass - 2Tre - 2Pic
46;S;Pass;0;No;0;11;0;3;0;6;0;6;0;6;Pass;SI;0.9866;Pass - Pass - 1Tre - 1Pic - Pass - Pass - 2Tre - 2Pic - Pass
46;W;Pass;0;No;11;16;0;4;0;4;0;3;5;9;Pass;SI;0.9288;Pass - Pass - 1Tre - 1Pic - Pass - Pass - 2Tre - 2Pic - Pass - Pass
47;S;1Cor;150;No;11;21;0;4;5;9;0;6;0;6;1Cor;SI;0.9997;
47;W;1NT;190;No;15;18;2;4;2;5;2;5;2;5;2NT;NO;0.4457;1Cor
47;N;Pass;0;No;0;7;0;5;0;3;0;5;0;5;X;NO;0.6486;1Cor - 1NT
47;E;2Cor;250;Si;0;15;5;7;0;4;0;5;0;5;2Dia;NO;0.2903;1Cor - 1NT - Pass
47;S;Pass;0;No;11;14;0;4;5;9;0;6;0;6;Pass;SI;0.5817;1Cor - 1NT - Pass - 2Cor
47;W;2Pic;270;No;15;18;2;4;2;5;2;5;2;5;3NT;NO;0.9636;1Cor - 1NT - Pass - 2Cor - Pass
47;N;Pass;0;No;0;7;0;5;0;3;0;5;0;5;Pass;SI;0.2432;1Cor - 1NT - Pass - 2Cor - Pass - 2Pic
47;E;Pass;0;No;0;7;5;5;0;4;0;5;0;5;4Pic;NO;0.8276;1Cor - 1NT - Pass - 2Cor - Pass - 2Pic - Pass
47;S;Pass;0;No;11;14;0;4;5;9;0;6;0;6;3Tre;NO;0.8203;1Cor - 1NT - Pass - 2Cor - Pass - 2Pic - Pass - Pass
48;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9986;
48;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;Pass
48;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9982;Pass - Pass
48;S;1Tre;110;No;11;21;0;4;0;4;0;3;2;9;1Tre;SI;0.9019;Pass - Pass - Pass
48;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9986;Pass - Pass - Pass - 1Tre
48;N;1Cor;150;No;0;11;0;6;4;6;0;6;0;6;Pass;NO;0.8712;Pass - Pass - Pass - 1Tre - Pass
48;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.973;Pass - Pass - Pass - 1Tre - Pass - 1Cor
48;S;3Cor;350;No;16;18;0;4;4;4;0;3;2;9;1Pic;NO;0.8013;Pass - Pass - Pass - 1Tre - Pass - 1Cor - Pass
48;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9972;Pass - Pass - Pass - 1Tre - Pass - 1Cor - Pass - 3Cor
48;N;Pass;0;No;0;6;0;6;4;6;0;6;0;6;Pass;SI;0.8645;Pass - Pass - Pass - 1Tre - Pass - 1Cor - Pass - 3Cor - Pass
48;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9982;Pass - Pass - Pass - 1Tre - Pass - 1Cor - Pass - 3Cor - Pass - Pass
49;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;
49;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9985;Pass
49;S;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9992;Pass - Pass
49;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9651;Pass - Pass - 1Dia
49;N;1Pic;170;No;5;11;4;5;0;5;0;5;0;5;2Pic;NO;0.8923;Pass - Pass - 1Dia - Pass
49;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9831;Pass - Pass - 1Dia - Pass - 1Pic
49;S;3Tre;310;No;18;21;0;3;0;3;4;6;4;6;2Dia;NO;0.8385;Pass - Pass - 1Dia - Pass - 1Pic - Pass
49;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9971;Pass - Pass - 1Dia - Pass - 1Pic - Pass - 3Tre
49;N;4Tre;410;No;9;11;4;5;0;5;0;3;4;5;3NT;NO;0.8727;Pass - Pass - 1Dia - Pass - 1Pic - Pass - 3Tre - Pass
49;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9997;Pass - Pass - 1Dia - Pass - 1Pic - Pass - 3Tre - Pass - 4Tre
49;S;5Tre;510;No;18;21;0;3;0;3;4;6;4;6;4Dia;NO;0.9898;Pass - Pass - 1Dia - Pass - 1Pic - Pass - 3Tre - Pass - 4Tre - Pass
